user,time,event,location,device
User_40,2024-04-30 00:00:00,login_success,Berlin,Mobile
User_32,2024-06-22 22:00:00,login_success,Berlin,Desktop
User_27,2024-07-17 15:00:00,login_success,New York,Desktop
User_2,2024-05-18 05:00:00,login_success,New York,Mobile
User_20,2024-06-10 15:00:00,login_success,London,Tablet
User_47,2024-09-16 08:00:00,login_success,London,Desktop
User_3,2024-05-29 17:00:00,login_success,San Francisco,Mobile
User_28,2024-10-06 15:00:00,login_success,San Francisco,Desktop
User_25,2024-09-23 00:00:00,login_success,Berlin,Mobile
User_25,2024-09-10 05:00:00,login_success,New York,Tablet
User_38,2024-07-26 03:00:00,login_success,Berlin,Mobile
User_1,2024-04-26 09:00:00,login_success,New York,Desktop
User_10,2024-05-22 00:00:00,login_success,Tokyo,Tablet
User_14,2024-02-04 16:00:00,login_success,San Francisco,Tablet
User_3,2024-07-18 04:00:00,login_success,New York,Desktop
User_35,2024-03-04 16:00:00,login_success,San Francisco,Mobile
User_19,2024-10-04 16:00:00,login_failure,London,Desktop
User_39,2024-06-24 10:00:00,login_success,Tokyo,Desktop
User_5,2024-01-02 04:00:00,login_success,Tokyo,Tablet
User_38,2024-02-09 22:00:00,login_success,London,Desktop
User_10,2024-02-27 06:00:00,login_success,Berlin,Mobile
User_37,2024-07-12 07:00:00,login_success,New York,Tablet
User_18,2024-06-27 16:00:00,login_failure,Tokyo,Tablet
User_40,2024-04-04 18:00:00,login_success,New York,Desktop
User_12,2024-06-10 10:00:00,login_success,San Francisco,Desktop
User_38,2024-04-29 15:00:00,login_failure,New York,Tablet
User_34,2024-09-27 07:00:00,login_success,Tokyo,Tablet
User_45,2024-05-10 09:00:00,login_success,London,Tablet
User_21,2024-07-19 20:00:00,login_success,Tokyo,Tablet
User_41,2024-03-08 22:00:00,login_success,London,Desktop
User_5,2024-07-21 03:00:00,login_success,Tokyo,Mobile
User_1,2024-05-11 22:00:00,login_success,New York,Mobile
User_41,2024-09-21 23:00:00,login_success,New York,Desktop
User_1,2024-09-02 00:00:00,login_success,New York,Mobile
User_11,2024-04-22 05:00:00,login_success,Berlin,Desktop
User_21,2024-01-14 12:00:00,login_success,San Francisco,Mobile
User_29,2024-04-04 15:00:00,login_success,Tokyo,Desktop
User_24,2024-04-09 04:00:00,login_success,London,Desktop
User_36,2024-05-30 10:00:00,login_success,Tokyo,Tablet
User_37,2024-03-01 10:00:00,login_failure,San Francisco,Tablet
User_42,2024-06-30 09:00:00,login_success,San Francisco,Tablet
User_39,2024-08-25 09:00:00,login_success,Berlin,Tablet
User_39,2024-04-24 20:00:00,login_failure,London,Desktop
User_44,2024-01-16 20:00:00,login_success,San Francisco,Tablet
User_16,2024-02-23 03:00:00,login_success,Berlin,Tablet
User_2,2024-05-02 22:00:00,login_failure,London,Tablet
User_21,2024-10-08 20:00:00,login_success,London,Tablet
User_16,2024-07-31 18:00:00,login_success,London,Desktop
User_47,2024-07-17 00:00:00,login_success,New York,Tablet
User_44,2024-08-13 17:00:00,login_success,Tokyo,Desktop
User_10,2024-10-19 04:00:00,login_success,London,Tablet
User_5,2024-06-15 00:00:00,login_failure,New York,Mobile
User_20,2024-02-16 09:00:00,login_failure,London,Desktop
User_22,2024-07-10 23:00:00,login_success,London,Desktop
User_19,2024-03-03 04:00:00,login_success,Berlin,Mobile
User_22,2024-02-19 07:00:00,login_success,Tokyo,Desktop
User_25,2024-01-15 17:00:00,login_success,New York,Mobile
User_31,2024-09-16 02:00:00,login_success,Berlin,Desktop
User_49,2024-01-31 22:00:00,login_success,San Francisco,Mobile
User_26,2024-05-19 11:00:00,login_success,New York,Tablet
User_12,2024-06-01 15:00:00,login_failure,San Francisco,Tablet
User_2,2024-03-26 04:00:00,login_success,Tokyo,Mobile
User_4,2024-03-08 18:00:00,login_failure,Tokyo,Tablet
User_41,2024-01-14 16:00:00,login_success,London,Desktop
User_10,2024-04-18 20:00:00,login_success,London,Desktop
User_37,2024-09-21 18:00:00,login_success,San Francisco,Desktop
User_16,2024-09-18 21:00:00,login_success,Tokyo,Tablet
User_8,2024-04-06 06:00:00,login_success,New York,Mobile
User_17,2024-04-10 15:00:00,login_success,New York,Mobile
User_6,2024-08-18 17:00:00,login_success,San Francisco,Tablet
User_13,2024-03-10 12:00:00,login_success,London,Desktop
User_33,2024-10-06 10:00:00,login_success,New York,Mobile
User_44,2024-04-28 23:00:00,login_success,New York,Desktop
User_9,2024-03-04 22:00:00,login_success,London,Mobile
User_30,2024-10-19 20:00:00,login_success,New York,Tablet
User_10,2024-09-10 15:00:00,login_success,New York,Tablet
User_37,2024-05-15 06:00:00,login_success,New York,Desktop
User_8,2024-03-14 16:00:00,login_success,London,Mobile
User_41,2024-09-26 12:00:00,login_failure,Berlin,Mobile
User_6,2024-02-02 08:00:00,login_success,Tokyo,Tablet
User_45,2024-07-07 04:00:00,login_failure,Tokyo,Tablet
User_4,2024-09-06 19:00:00,login_success,New York,Mobile
User_30,2024-10-07 09:00:00,login_success,New York,Tablet
User_13,2024-01-12 19:00:00,login_success,New York,Tablet
User_32,2024-07-26 11:00:00,login_success,San Francisco,Desktop
User_5,2024-09-06 18:00:00,login_success,London,Tablet
User_11,2024-09-19 20:00:00,login_success,San Francisco,Desktop
User_14,2024-03-26 04:00:00,login_success,New York,Desktop
User_36,2024-09-12 02:00:00,login_failure,Tokyo,Desktop
User_5,2024-04-04 14:00:00,login_success,New York,Mobile
User_25,2024-08-06 13:00:00,login_success,London,Desktop
User_22,2024-04-29 21:00:00,login_success,New York,Mobile
User_27,2024-08-09 03:00:00,login_success,Berlin,Tablet
User_23,2024-05-01 06:00:00,login_success,San Francisco,Mobile
User_12,2024-07-23 00:00:00,login_success,Tokyo,Desktop
User_38,2024-10-21 02:00:00,login_success,San Francisco,Desktop
User_21,2024-01-11 12:00:00,login_failure,Tokyo,Mobile
User_30,2024-08-14 22:00:00,login_success,London,Desktop
User_14,2024-06-15 21:00:00,login_success,San Francisco,Tablet
User_40,2024-08-01 06:00:00,login_success,Tokyo,Tablet
User_14,2024-02-18 00:00:00,login_success,Tokyo,Desktop
User_3,2024-10-09 00:00:00,login_success,London,Mobile
User_24,2024-03-14 10:00:00,login_success,Tokyo,Mobile
User_7,2024-05-23 19:00:00,login_success,Berlin,Desktop
User_45,2024-08-28 14:00:00,login_success,Tokyo,Tablet
User_19,2024-10-29 23:00:00,login_success,San Francisco,Desktop
User_25,2024-06-11 08:00:00,login_success,San Francisco,Desktop
User_20,2024-05-22 05:00:00,login_success,London,Mobile
User_47,2024-06-25 11:00:00,login_success,London,Desktop
User_49,2024-04-12 02:00:00,login_success,New York,Mobile
User_14,2024-01-27 04:00:00,login_success,New York,Tablet
User_40,2024-07-03 02:00:00,login_success,San Francisco,Desktop
User_17,2024-02-26 08:00:00,login_failure,Tokyo,Tablet
User_50,2024-06-03 12:00:00,login_success,Berlin,Tablet
User_15,2024-02-19 18:00:00,login_success,London,Tablet
User_28,2024-03-11 07:00:00,login_failure,London,Mobile
User_40,2024-10-22 03:00:00,login_success,Tokyo,Mobile
User_1,2024-05-27 10:00:00,login_failure,San Francisco,Tablet
User_4,2024-06-10 23:00:00,login_success,London,Mobile
User_3,2024-05-16 00:00:00,login_success,Tokyo,Tablet
User_23,2024-09-02 18:00:00,login_success,Berlin,Desktop
User_39,2024-10-14 12:00:00,login_success,London,Desktop
User_13,2024-03-18 10:00:00,login_success,Tokyo,Tablet
User_31,2024-03-10 23:00:00,login_failure,New York,Mobile
User_7,2024-04-01 20:00:00,login_success,Berlin,Mobile
User_6,2024-09-09 19:00:00,login_success,Tokyo,Mobile
User_30,2024-08-23 14:00:00,login_success,London,Desktop
User_29,2024-09-28 06:00:00,login_failure,New York,Tablet
User_15,2024-03-13 05:00:00,login_success,Tokyo,Desktop
User_42,2024-01-01 12:00:00,login_success,Berlin,Mobile
User_17,2024-07-05 02:00:00,login_success,Berlin,Desktop
User_19,2024-10-25 20:00:00,login_success,New York,Desktop
User_1,2024-02-16 05:00:00,login_success,London,Mobile
User_47,2024-07-27 13:00:00,login_success,New York,Tablet
User_1,2024-02-04 06:00:00,login_success,San Francisco,Desktop
User_36,2024-02-01 00:00:00,login_success,New York,Desktop
User_7,2024-05-09 01:00:00,login_success,San Francisco,Desktop
User_4,2024-03-01 06:00:00,login_success,New York,Desktop
User_22,2024-07-11 07:00:00,login_success,Tokyo,Tablet
User_13,2024-03-25 19:00:00,login_success,Berlin,Mobile
User_21,2024-06-06 03:00:00,login_success,San Francisco,Desktop
User_31,2024-10-23 18:00:00,login_failure,Berlin,Tablet
User_46,2024-07-25 01:00:00,login_success,Tokyo,Mobile
User_12,2024-02-03 01:00:00,login_success,New York,Tablet
User_34,2024-02-12 08:00:00,login_success,New York,Desktop
User_50,2024-03-21 21:00:00,login_success,Berlin,Tablet
User_44,2024-07-30 01:00:00,login_success,San Francisco,Tablet
User_44,2024-07-28 03:00:00,login_success,San Francisco,Desktop
User_6,2024-04-24 23:00:00,login_success,New York,Desktop
User_16,2024-08-25 16:00:00,login_success,London,Mobile
User_18,2024-01-27 15:00:00,login_success,Berlin,Mobile
User_50,2024-02-12 16:00:00,login_success,Berlin,Mobile
User_22,2024-10-03 17:00:00,login_success,London,Tablet
User_50,2024-01-18 15:00:00,login_success,Berlin,Tablet
User_38,2024-08-23 23:00:00,login_success,San Francisco,Mobile
User_29,2024-02-22 22:00:00,login_success,New York,Tablet
User_35,2024-09-04 19:00:00,login_success,Berlin,Tablet
User_44,2024-04-01 22:00:00,login_success,San Francisco,Desktop
User_6,2024-10-01 02:00:00,login_failure,Tokyo,Tablet
User_32,2024-08-25 00:00:00,login_success,Berlin,Desktop
User_41,2024-07-26 09:00:00,login_success,Tokyo,Desktop
User_34,2024-06-03 18:00:00,login_success,Berlin,Desktop
User_5,2024-03-07 05:00:00,login_success,London,Mobile
User_6,2024-07-07 02:00:00,login_success,New York,Desktop
User_11,2024-04-01 05:00:00,login_success,San Francisco,Mobile
User_35,2024-10-21 01:00:00,login_failure,Berlin,Mobile
User_6,2024-10-21 02:00:00,login_success,San Francisco,Tablet
User_18,2024-02-17 22:00:00,login_success,London,Desktop
User_15,2024-01-30 05:00:00,login_failure,San Francisco,Tablet
User_38,2024-05-22 14:00:00,login_success,New York,Mobile
User_8,2024-05-03 23:00:00,login_success,Tokyo,Tablet
User_44,2024-01-30 14:00:00,login_success,London,Desktop
User_26,2024-08-13 17:00:00,login_success,New York,Tablet
User_16,2024-01-28 13:00:00,login_success,New York,Tablet
User_20,2024-04-11 07:00:00,login_success,Berlin,Tablet
User_24,2024-04-09 04:00:00,login_success,London,Mobile
User_5,2024-01-31 04:00:00,login_success,Tokyo,Mobile
User_24,2024-06-11 15:00:00,login_success,San Francisco,Desktop
User_17,2024-05-14 15:00:00,login_success,Tokyo,Desktop
User_19,2024-05-05 16:00:00,login_success,Tokyo,Desktop
User_32,2024-03-31 17:00:00,login_success,Tokyo,Mobile
User_9,2024-04-09 17:00:00,login_success,New York,Mobile
User_48,2024-05-14 13:00:00,login_success,Tokyo,Mobile
User_9,2024-09-14 05:00:00,login_success,Tokyo,Desktop
User_43,2024-06-03 03:00:00,login_success,Tokyo,Mobile
User_13,2024-10-11 02:00:00,login_success,Berlin,Tablet
User_27,2024-06-17 04:00:00,login_success,Tokyo,Tablet
User_47,2024-08-30 04:00:00,login_success,Berlin,Desktop
User_28,2024-10-09 06:00:00,login_success,New York,Mobile
User_1,2024-09-27 23:00:00,login_success,New York,Tablet
User_19,2024-04-22 04:00:00,login_success,Tokyo,Tablet
User_31,2024-06-11 00:00:00,login_success,New York,Tablet
User_47,2024-10-25 02:00:00,login_success,San Francisco,Mobile
User_9,2024-03-16 11:00:00,login_failure,San Francisco,Mobile
User_35,2024-06-23 02:00:00,login_success,Tokyo,Desktop
User_3,2024-05-18 09:00:00,login_success,New York,Mobile
User_10,2024-01-30 00:00:00,login_failure,New York,Mobile
User_14,2024-08-27 11:00:00,login_success,Tokyo,Mobile
User_39,2024-06-06 08:00:00,login_success,New York,Tablet
User_27,2024-03-01 09:00:00,login_failure,London,Mobile
User_46,2024-10-04 14:00:00,login_success,New York,Mobile
User_30,2024-07-08 23:00:00,login_success,Tokyo,Desktop
User_1,2024-02-05 02:00:00,login_success,Tokyo,Desktop
User_19,2024-01-26 08:00:00,login_success,London,Tablet
User_8,2024-05-24 09:00:00,login_success,London,Mobile
User_33,2024-01-08 08:00:00,login_failure,Berlin,Tablet
User_18,2024-04-15 07:00:00,login_success,San Francisco,Mobile
User_45,2024-03-26 13:00:00,login_success,Berlin,Mobile
User_23,2024-08-10 04:00:00,login_success,New York,Desktop
User_35,2024-06-18 23:00:00,login_success,Berlin,Desktop
User_49,2024-03-23 02:00:00,login_success,Berlin,Mobile
User_9,2024-08-13 00:00:00,login_success,New York,Tablet
User_28,2024-01-25 05:00:00,login_failure,Tokyo,Desktop
User_3,2024-07-23 04:00:00,login_success,Berlin,Mobile
User_30,2024-10-21 13:00:00,login_success,New York,Mobile
User_48,2024-04-02 00:00:00,login_success,Tokyo,Tablet
User_45,2024-10-29 14:00:00,login_success,London,Tablet
User_26,2024-07-06 20:00:00,login_success,London,Desktop
User_45,2024-04-26 16:00:00,login_success,San Francisco,Desktop
User_5,2024-01-23 23:00:00,login_failure,San Francisco,Desktop
User_42,2024-03-05 11:00:00,login_success,Tokyo,Tablet
User_35,2024-01-21 17:00:00,login_success,Tokyo,Tablet
User_27,2024-06-29 03:00:00,login_success,Berlin,Mobile
User_27,2024-01-11 01:00:00,login_success,San Francisco,Desktop
User_12,2024-05-18 21:00:00,login_success,New York,Tablet
User_38,2024-08-21 17:00:00,login_success,Berlin,Desktop
User_1,2024-02-28 06:00:00,login_success,San Francisco,Tablet
User_28,2024-05-12 17:00:00,login_failure,London,Mobile
User_17,2024-10-19 04:00:00,login_success,New York,Mobile
User_5,2024-07-31 10:00:00,login_failure,San Francisco,Mobile
User_46,2024-10-07 21:00:00,login_success,Berlin,Tablet
User_4,2024-10-11 15:00:00,login_success,London,Desktop
User_14,2024-09-17 02:00:00,login_success,London,Mobile
User_15,2024-06-07 10:00:00,login_success,London,Mobile
User_11,2024-10-05 04:00:00,login_success,London,Tablet
User_5,2024-02-07 11:00:00,login_success,London,Mobile
User_48,2024-05-08 00:00:00,login_success,San Francisco,Desktop
User_28,2024-06-18 13:00:00,login_success,Berlin,Desktop
User_25,2024-04-28 01:00:00,login_success,Berlin,Mobile
User_2,2024-08-16 12:00:00,login_success,Berlin,Tablet
User_44,2024-01-25 00:00:00,login_success,Tokyo,Mobile
User_11,2024-05-11 17:00:00,login_failure,New York,Desktop
User_19,2024-02-22 10:00:00,login_success,San Francisco,Tablet
User_37,2024-06-15 22:00:00,login_success,New York,Tablet
User_22,2024-10-20 11:00:00,login_success,Berlin,Desktop
User_43,2024-10-16 13:00:00,login_success,Tokyo,Mobile
User_11,2024-01-03 19:00:00,login_success,New York,Mobile
User_48,2024-10-30 01:00:00,login_success,San Francisco,Desktop
User_17,2024-01-20 18:00:00,login_success,London,Mobile
User_46,2024-08-04 13:00:00,login_success,London,Desktop
User_50,2024-04-14 23:00:00,login_success,San Francisco,Tablet
User_2,2024-09-28 11:00:00,login_success,Berlin,Desktop
User_19,2024-02-07 20:00:00,login_success,San Francisco,Mobile
User_35,2024-07-15 06:00:00,login_success,New York,Desktop
User_6,2024-04-28 19:00:00,login_failure,Tokyo,Desktop
User_1,2024-02-03 12:00:00,login_success,London,Desktop
User_26,2024-05-16 05:00:00,login_failure,Berlin,Desktop
User_28,2024-04-12 15:00:00,login_success,San Francisco,Tablet
User_16,2024-09-18 21:00:00,login_success,San Francisco,Tablet
User_17,2024-10-08 22:00:00,login_success,Tokyo,Tablet
User_26,2024-05-11 01:00:00,login_success,Berlin,Mobile
User_42,2024-05-25 07:00:00,login_success,Tokyo,Mobile
User_9,2024-08-29 20:00:00,login_success,New York,Tablet
User_8,2024-07-10 05:00:00,login_success,Berlin,Tablet
User_48,2024-02-01 16:00:00,login_success,Tokyo,Mobile
User_45,2024-06-10 05:00:00,login_success,Tokyo,Tablet
User_15,2024-07-08 10:00:00,login_success,Berlin,Desktop
User_22,2024-06-20 01:00:00,login_success,Berlin,Desktop
User_21,2024-10-21 02:00:00,login_success,Tokyo,Tablet
User_39,2024-06-02 18:00:00,login_success,San Francisco,Tablet
User_5,2024-01-28 02:00:00,login_success,San Francisco,Mobile
User_7,2024-01-01 16:00:00,login_success,Tokyo,Desktop
User_2,2024-07-04 07:00:00,login_success,London,Tablet
User_18,2024-05-19 22:00:00,login_success,New York,Desktop
User_29,2024-08-30 22:00:00,login_success,London,Tablet
User_6,2024-01-03 21:00:00,login_success,Berlin,Desktop
User_45,2024-02-23 10:00:00,login_success,Berlin,Desktop
User_47,2024-03-16 19:00:00,login_success,New York,Mobile
User_39,2024-06-24 06:00:00,login_success,San Francisco,Desktop
User_20,2024-10-19 21:00:00,login_success,New York,Mobile
User_6,2024-06-11 20:00:00,login_failure,Berlin,Mobile
User_32,2024-10-07 09:00:00,login_success,Tokyo,Mobile
User_41,2024-01-15 15:00:00,login_success,Tokyo,Mobile
User_48,2024-09-15 07:00:00,login_success,New York,Desktop
User_12,2024-02-23 20:00:00,login_success,Berlin,Desktop
User_6,2024-10-17 13:00:00,login_success,Tokyo,Mobile
User_19,2024-07-11 20:00:00,login_success,Tokyo,Desktop
User_13,2024-10-20 13:00:00,login_success,London,Desktop
User_18,2024-01-10 02:00:00,login_failure,New York,Desktop
User_34,2024-06-25 10:00:00,login_success,Berlin,Desktop
User_28,2024-04-20 07:00:00,login_failure,San Francisco,Tablet
User_10,2024-07-22 03:00:00,login_success,London,Mobile
User_32,2024-04-21 14:00:00,login_success,Berlin,Tablet
User_15,2024-07-14 23:00:00,login_success,San Francisco,Desktop
User_17,2024-06-14 06:00:00,login_success,Tokyo,Mobile
User_33,2024-09-11 06:00:00,login_success,New York,Desktop
User_48,2024-02-13 19:00:00,login_success,San Francisco,Desktop
User_48,2024-06-25 18:00:00,login_success,San Francisco,Desktop
User_20,2024-04-03 16:00:00,login_success,New York,Mobile
User_30,2024-04-24 06:00:00,login_success,Berlin,Tablet
User_37,2024-05-18 15:00:00,login_success,Berlin,Desktop
User_32,2024-04-08 08:00:00,login_success,Berlin,Mobile
User_11,2024-03-23 16:00:00,login_success,Tokyo,Mobile
User_42,2024-05-22 09:00:00,login_success,Tokyo,Desktop
User_48,2024-01-08 22:00:00,login_success,San Francisco,Desktop
User_23,2024-09-11 12:00:00,login_success,Berlin,Desktop
User_16,2024-06-03 13:00:00,login_success,Berlin,Desktop
User_13,2024-10-28 22:00:00,login_success,New York,Mobile
User_16,2024-09-01 21:00:00,login_success,Berlin,Desktop
User_14,2024-01-12 05:00:00,login_success,Tokyo,Tablet
User_14,2024-08-24 23:00:00,login_success,Tokyo,Mobile
User_5,2024-05-29 00:00:00,login_success,New York,Mobile
User_2,2024-07-31 10:00:00,login_success,New York,Mobile
User_22,2024-04-07 16:00:00,login_success,London,Desktop
User_24,2024-07-04 08:00:00,login_success,London,Desktop
User_35,2024-07-08 15:00:00,login_success,Berlin,Desktop
User_31,2024-02-01 17:00:00,login_success,San Francisco,Tablet
User_8,2024-08-29 23:00:00,login_success,San Francisco,Tablet
User_25,2024-09-02 22:00:00,login_success,San Francisco,Mobile
User_37,2024-06-02 07:00:00,login_success,San Francisco,Mobile
User_33,2024-03-26 15:00:00,login_failure,Tokyo,Mobile
User_20,2024-03-09 01:00:00,login_success,London,Desktop
User_3,2024-03-31 13:00:00,login_success,London,Mobile
User_34,2024-04-27 09:00:00,login_success,Tokyo,Tablet
User_20,2024-07-15 23:00:00,login_success,London,Mobile
User_21,2024-03-16 04:00:00,login_success,Berlin,Tablet
User_4,2024-05-07 19:00:00,login_success,Berlin,Mobile
User_41,2024-05-29 23:00:00,login_success,Tokyo,Tablet
User_4,2024-09-20 10:00:00,login_success,Berlin,Desktop
User_1,2024-06-07 10:00:00,login_success,Tokyo,Mobile
User_18,2024-10-09 23:00:00,login_success,Berlin,Mobile
User_49,2024-07-30 15:00:00,login_success,New York,Tablet
User_46,2024-06-28 11:00:00,login_success,San Francisco,Tablet
User_9,2024-09-18 13:00:00,login_success,Berlin,Mobile
User_48,2024-07-11 07:00:00,login_success,New York,Tablet
User_46,2024-08-06 20:00:00,login_success,San Francisco,Tablet
User_22,2024-10-08 23:00:00,login_success,London,Mobile
User_36,2024-08-21 05:00:00,login_success,New York,Desktop
User_48,2024-05-05 17:00:00,login_success,Tokyo,Desktop
User_49,2024-01-14 10:00:00,login_success,San Francisco,Tablet
User_19,2024-08-20 14:00:00,login_success,Berlin,Desktop
User_26,2024-02-07 03:00:00,login_success,San Francisco,Mobile
User_16,2024-01-02 11:00:00,login_success,New York,Mobile
User_36,2024-05-28 02:00:00,login_success,Berlin,Tablet
User_15,2024-06-13 18:00:00,login_success,Tokyo,Mobile
User_10,2024-02-21 00:00:00,login_success,Berlin,Tablet
User_49,2024-10-04 04:00:00,login_failure,San Francisco,Tablet
User_9,2024-10-04 03:00:00,login_success,Berlin,Tablet
User_31,2024-05-01 11:00:00,login_success,San Francisco,Mobile
User_15,2024-08-17 12:00:00,login_success,Tokyo,Tablet
User_12,2024-09-15 14:00:00,login_failure,New York,Desktop
User_48,2024-08-14 02:00:00,login_success,Tokyo,Tablet
User_48,2024-01-10 05:00:00,login_success,San Francisco,Tablet
User_1,2024-08-24 10:00:00,login_success,San Francisco,Desktop
User_13,2024-08-16 19:00:00,login_success,London,Mobile
User_48,2024-10-19 03:00:00,login_success,Tokyo,Tablet
User_42,2024-04-29 15:00:00,login_failure,New York,Tablet
User_8,2024-09-18 10:00:00,login_success,London,Desktop
User_28,2024-08-06 11:00:00,login_success,New York,Desktop
User_18,2024-09-18 17:00:00,login_success,Berlin,Tablet
User_40,2024-09-22 06:00:00,login_success,San Francisco,Mobile
User_3,2024-08-20 14:00:00,login_success,San Francisco,Tablet
User_27,2024-07-25 15:00:00,login_success,Tokyo,Mobile
User_20,2024-09-02 02:00:00,login_success,Berlin,Mobile
User_33,2024-01-19 18:00:00,login_success,San Francisco,Mobile
User_16,2024-06-05 03:00:00,login_success,San Francisco,Tablet
User_11,2024-04-29 09:00:00,login_success,Tokyo,Tablet
User_9,2024-04-01 23:00:00,login_success,Tokyo,Desktop
User_4,2024-01-29 19:00:00,login_success,Berlin,Tablet
User_43,2024-01-24 10:00:00,login_failure,Tokyo,Mobile
User_3,2024-05-06 16:00:00,login_success,San Francisco,Tablet
User_1,2024-08-08 08:00:00,login_failure,London,Desktop
User_14,2024-06-23 00:00:00,login_success,San Francisco,Tablet
User_34,2024-09-18 06:00:00,login_failure,New York,Mobile
User_47,2024-02-12 23:00:00,login_failure,San Francisco,Mobile
User_19,2024-06-28 07:00:00,login_success,Berlin,Tablet
User_4,2024-03-08 06:00:00,login_success,New York,Desktop
User_38,2024-08-19 23:00:00,login_success,Tokyo,Desktop
User_42,2024-09-01 12:00:00,login_success,San Francisco,Mobile
User_34,2024-02-16 22:00:00,login_success,Berlin,Desktop
User_12,2024-01-16 22:00:00,login_success,New York,Desktop
User_34,2024-07-09 23:00:00,login_failure,San Francisco,Desktop
